titulo,brand,pantalla_tamano_pulgadas,precio_min,precio_max,precio_mean
"Lenovo IdeaCentre 5 14IMB05
14ACN6 90RX008NES",Lenovo,,459.0,631.8,545.4
ASUS NUC 13 Pro Tall,ASUS,,362.5,1039.4,700.95
"HP Z2 SFF G9 Workstation
865K0ET",HP,,1222.06,1463.78,1342.92
"Lenovo IdeaCentre 5 14IAB7
90T3003EES",Lenovo,,556.87,762.32,659.6
"ASUS NUC 12 Pro Slim
Kit (90AR00D1-M00010)",ASUS,,329.7,363.24,346.47
"HP Pro Mini 400 G9
623U2ET",HP,,821.01,1120.95,970.98
"ASUS ROG Strix G16CH
G16CH-1370KF0960",ASUS,,2873.0,4485.0,3679.0
"HP 290 PRO G9 Tower
883T8EA#ABZ",HP,,443.4,462.87,453.13
"ASUS NUC 14 Pro Slim
Kit (90AR0062-M00040)",ASUS,,395.5,510.75,453.12
"HP Elite Tower 800 G9
99A92ET",HP,,1316.65,1866.91,1591.78
"ASUS U500MA
U500MA-75700G0090",ASUS,,776.14,776.14,776.14
"ASUS ExpertCenter PN52
PN52-S9032MD",ASUS,,964.63,1240.43,1102.53
ASUS ExpertCenter D7,ASUS,,440.94,1279.25,860.1
"Beelink EQ13
N100 / 16GB / 500GB",Beelink,,264.99,289.99,277.49
"Huawei MateStation S
6941487221141",Huawei,,330.0,450.0,390.0
"GigaByte BRIX GB-BR
BRi7H-10710",GigaByte,,351.03,628.99,490.01
"MSI Cubi 5
10M-075BEU",MSI,,333.0,466.34,399.67
"Zone Evil ZE-160925
ZE-160925-I",Zone,,1254.35,1362.83,1308.59
"HP Slim S01
S01-pF3010ns",HP,,476.45,520.99,498.72
"Lenovo V55t-15
V55t-15API (11CC002ESP)",Lenovo,,686.62,940.3,813.46
"Dell Precision 3660 MT
R6PJR",Dell,,1162.79,1376.93,1269.86
"Acer Chromebox CXI4
DT.Z1NEG.00C",Acer,,550.14,671.39,610.76
"iggual SFF PSIPCH
PSIPCH803",iggual,,352.35,404.42,378.38
PcCom Work i3-12100 /16GB / 500GB SSD (S7829965),PcCom,,379.0,379.0,379.0
Zotac ZBOX QCM7T3000,Zotac,,1269.88,2507.0,1888.44
"Nitropc Set Nitro Plus
MKP-PA-NI-P",Nitropc,,2199.98,2299.99,2249.98
"Deep Gaming Nexus
83NEXR7016STHD",Deep,,564.0,605.0,584.5
"Intel NUC 11
Pro Kit (NUC11TNKv7)",Intel,,544.55,805.04,674.79
"Minisforum UN1290
B0D2NZR1JF",Minisforum,,479.0,479.0,479.0
Geekom Mini IT13,Geekom,,832.22,1054.44,943.33
Medion Akoya S23005,Medion,,520.49,570.71,545.6
"Aures Gaming Basilisk A76X
RX78XT (BAS00003080)",Aures,,1399.9,1473.89,1436.89
Shuttle XPC slim DH610,Shuttle,,299.96,399.36,349.66
Leotec N100,Leotec,,235.99,258.99,247.49
ASRock DeskMini B760,ASRock,,223.65,321.28,272.46
"ASUS PN51
PN51-BB555MDE1N",ASUS,,570.0,778.75,674.38
Beelink GK Mini (J4125 / 8GB / 128GB),Beelink,,198.98,198.99,198.99
"GigaByte BRIX GB-BR
BRi5H-10210",GigaByte,,400.97,660.87,530.92
"MSI Cubi 12M
12M-003EU",MSI,,533.25,752.77,643.01
"Zone Evil Office Plus 22AH510I
22AH510I550",Zone,,444.52,459.16,451.84
"HP Z2 SFF G9 Workstation
5F166EA",HP,,1181.71,1650.0,1415.86
"Lenovo ThinkStation P3 Tower
30GS003USP",Lenovo,,1709.0,1929.0,1819.0
"Dell OptiPlex 7010 Micro
7K8H1",Dell,,679.0,959.95,819.48
"Acer Veriton S2 VS2710G
DT.VY4EB.004",Acer,,865.49,1000.34,932.91
"iggual SFF PSIPCH
PSIPCH603",iggual,,355.71,434.61,395.16
"Zotac ZBOX pico PI430AJ with AirJet
Windows",Zotac,,510.45,740.15,625.3
Nitropc Set Diamond,Nitropc,,1497.18,1549.99,1523.59
Deep Gaming Venom,Deep,,902.0,1405.99,1153.99
"Intel NUC 12
NUC12WSHi5",Intel,,527.8,1267.33,897.56
"Geekom A8
R7-8845HS + 32GB + 1TB",Geekom,,699.0,2234.2,1466.6
"Medion Akoya T80
10025203",Medion,,579.0,743.94,661.47
"Aures Gaming Basilisk A76X
RTS47 (BAS00003147)",Aures,,1490.9,1583.89,1537.39
Shuttle XPC slim DL20NV2,Shuttle,,219.08,271.17,245.12
Leotec Gemini Mini PC Intel Celeron N4000 (LEMPC12),Leotec,,166.31,280.83,223.57
"ASUS Vivo Mini PN64
PN64-S7013MD",ASUS,,981.05,1065.49,1023.27
"GigaByte Aorus Model X
GB-AMXR9N8A-20A1",GigaByte,,2692.01,2875.99,2784.0
"MSI Cubi 12M
12M-005EU",MSI,,533.21,914.54,723.88
"Zone Evil ZE-160925
ZE-160925-E",Zone,,1688.47,1846.75,1767.61
"HP Victus 15L
TG02-0157ns",HP,,1033.96,1229.43,1131.7
"Lenovo ThinkCentre M75q Gen 2 Tiny
11JN0082GE",Lenovo,,654.58,917.75,786.16
"Dell OPTIPLEX 3080
SFF 06HG8",Dell,,822.26,984.0,903.13
Acer Veriton S2 VS2690G,Acer,,378.01,786.32,582.16
iggual SFF PSIPCH,iggual,,300.57,491.38,395.98
Nitropc Extremo Gold V2 MKP-EX-GO,Nitropc,,1447.59,1499.99,1473.79
"Intel NUC 11
BNUC11ATKC20002",Intel,,138.6,138.6,138.6
Medion Mini PC T80 MD34590,Medion,,599.0,783.17,691.09
Shuttle XPC slim DL30N,Shuttle,,243.02,293.04,268.03
"ASUS Chromebox 4-G5007UN
90MS0252-M00970",ASUS,,721.9,811.99,766.94
GigaByte BRIX GB-BMPD-6005,GigaByte,,269.07,341.96,305.51
"MSI Cubi 12M
12M-001EU",MSI,,690.08,990.32,840.2
"Zone Evil ZE-160954
ZE-160954-D",Zone,,712.46,774.95,743.71
"HP ProDesk 400 G7 MT
6A765EA",HP,,1348.14,1438.46,1393.3
"Lenovo ThinkCentre M75q Gen 2 Tiny
11JN0083GE",Lenovo,,761.72,910.66,836.19
"Dell OptiPlex 7010 SFF Plus
Plus R93M8",Dell,,876.9,1091.44,984.17
Acer Veriton Essential N2590G,Acer,,370.07,725.88,547.98
Nitropc Élite Silver AMZ-EL-BR,Nitropc,,2629.99,2699.99,2664.99
"Intel NUC 11
NUC11TNHi70L",Intel,,689.03,689.03,689.03
Shuttle XPC slim DS50U,Shuttle,,369.11,888.39,628.75
"ASUS PN51
PN51-BB555MDS1",ASUS,,481.61,586.44,534.03
GigaByte BRIX GB-BMCE-4500C,GigaByte,,153.07,176.9,164.99
"MSI Pro DP21 13M
13M-491EU",MSI,,527.97,970.83,749.4
"Zone Evil ZE-160925
ZE-160925-H",Zone,,840.74,914.13,877.43
"HP Workstation Z2 G9 Tower
5F120EA",HP,,1887.58,2470.99,2179.28
"Lenovo V55t Gen 2
G2 11RR001USP",Lenovo,,853.53,1162.74,1008.13
Dell OptiPlex 5000 SFF,Dell,,845.88,1102.21,974.05
"Acer Veriton X4 VX4715GT
DT.R1AEB.004",Acer,,863.36,1013.49,938.42
"Nitropc Extreme Silver Plus v2
Silver (MKP-PA-SI-P)",Nitropc,,959.98,999.99,979.99
"Intel NUC 12
NUC12WSKi7",Intel,,779.0,1141.98,960.49
"Shuttle XPC Cube
SW580R8",Shuttle,,469.61,559.98,514.8
"ASUS Vivo Mini PN64
PN64-S5211AD",ASUS,,671.9,954.04,812.97
"MSI PRO DP10 13
13M-054EU",MSI,,431.75,659.0,545.38
"Zone Evil Office Plus Slim 22AH510I
22AH510I583",Zone,,473.33,515.53,494.43
"HP Slim S01
S01-pF2033ns",HP,,577.9,734.99,656.44
Lenovo Legion T7 34,Lenovo,,2659.89,7193.93,4926.91
"Dell OptiPlex 7020 MFF
Plus 542TT",Dell,,1210.11,1244.34,1227.22
Acer Predator Orion 7000,Acer,,1707.75,8153.91,4930.83
Nitropc Pack Platinum,Nitropc,,2399.98,2499.99,2449.98
"Intel NUC 13
NUC13ANKI7",Intel,,729.0,981.4,855.2
"ASUS Vivo PN53
PN53-BBR777HD",ASUS,,776.63,1019.72,898.17
"MSI Cubi 5
12M-001BEU",MSI,,562.67,679.43,621.05
"Zone Evil Office Plus Slim 22AH510I
22AH510I581",Zone,,449.81,470.49,460.15
"HP Pro Mini 260 G9
884F6EA",HP,,509.0,539.0,524.0
"Lenovo ThinkStation P3 Tower
30GS003PSP",Lenovo,,2464.15,3104.36,2784.26
"Dell OptiPlex 7010 Micro
VH0W5",Dell,,787.32,787.32,787.32
Acer Veriton S2 VS2710G,Acer,,623.65,1000.34,812.0
Nitropc Elite Bronze,Nitropc,,2320.32,2379.99,2350.15
"Intel NUC 11
NUC11BTMi7",Intel,,1156.71,1156.71,1156.71
"ASUS Vivo Mini PN64
PN64-S7018MDE1",ASUS,,987.78,1238.63,1113.2
"MSI Cubi 12M
12M-002EU",MSI,,613.36,690.56,651.96
"Zone Evil Diamond 12AB550R
12AB550R931",Zone,,1116.67,1188.3,1152.49
"HP Z2 Mini G9 Workstation
5F125EA",HP,,1190.0,1565.98,1377.99
"Lenovo ThinkCentre M75q Gen 2 Tiny
11JN0081GE",Lenovo,,607.05,734.86,670.95
"Dell OptiPlex 7020 MFF
WPG06",Dell,,670.67,682.42,676.54
Acer Veriton VX2710G,Acer,,663.51,1871.19,1267.35
Nitropc Boost Silver AMZ-BO-SI,Nitropc,,2099.99,2199.99,2149.99
"ASUS PN63
BS3018MDS1",ASUS,,575.04,668.9,621.97
"MSI Cubi N ADL
ADL-001beu",MSI,,252.16,349.12,300.64
"Zone Evil ZE-160937
ZE-160937-E",Zone,,1718.26,1879.29,1798.78
HP Omen 45L GT22,HP,,3650.26,12761.2,8205.73
"Lenovo ThinkCentre M70q Tiny Gen2
11MY002QGE",Lenovo,,795.99,934.7,865.35
Dell OptiPlex 7010 Micro,Dell,,512.5,1213.7,863.1
"Acer Veriton 2000 Compact Tower VX2720G
DT.R31EB.00A",Acer,,554.95,611.02,582.99
Nitropc Avanzado Nitro i5-12400F 16GB 1TB Radeon RX 6600,Nitropc,,949.99,999.99,974.99
"ASUS Vivo Mini PN64
Mini-PC PN64 90MS02G1-M00100",ASUS,,467.65,596.86,532.25
MSI MPG Infinite X2 14N,MSI,,3453.05,4459.98,3956.51
"Zone Evil ZE-130053
ZE-130053-B",Zone,,669.12,727.93,698.52
"HP Z2 Mini G9 Workstation
86D47EA",HP,,1609.0,1609.0,1609.0
"Lenovo ThinkCentre M70q G3
11T30030SP",Lenovo,,937.1,1187.99,1062.55
"Dell OptiPlex 7020 MFF
JX05H",Dell,,783.53,806.03,794.78
"Acer Altos P10 F9
DT.L0NEB.008",Acer,,1316.63,1777.72,1547.18
"ASUS Vivo Mini PN64
PN64-S5017MDE1",ASUS,,714.73,997.0,855.87
"MSI Cubi NUC 1M
1M-035BES",MSI,,459.99,480.24,470.12
"Zone Evil Office Plus Slim 22AH510I
22AH510I580",Zone,,453.67,474.53,464.1
"HP OMEN 25L GT15
GT15-1078ns",HP,,1488.72,1665.2,1576.96
"Lenovo ThinkCentre M75s Gen2 SFF
11R8000ESP",Lenovo,,591.76,654.2,622.98
"Dell OptiPlex 7020 MFF
N4453",Dell,,614.15,617.33,615.74
"ASUS ExpertCenter PN42
PN42-BBN200MV",ASUS,,266.07,320.7,293.38
MSI MAG META S,MSI,,899.0,2036.7,1467.85
"Zone Evil ZE-160954
ZE-160954-C",Zone,,804.96,875.31,840.13
"HP M01
M01-F2054ns",HP,,599.0,657.49,628.25
"Lenovo Legion T5 26
26IAB7 90SV0088ES",Lenovo,,799.0,799.0,799.0
"Dell Precision T3680
S009PT3680MTWER_VP / RX7C3",Dell,,1858.99,1859.95,1859.47
"ASUS PB63
PB63-B5047MH",ASUS,,754.5,791.01,772.75
"MSI Cubi NUC 1M
1M-033ES",MSI,,883.41,945.98,914.69
"Zone Evil Office Plus 22AH510I
22AH510I551",Zone,,467.82,483.22,475.52
"HP M01
M01-F3005ns",HP,,448.99,448.99,448.99
Lenovo ThinkCentre M90s Gen3,Lenovo,,620.75,1859.98,1240.37
"ASUS VivoMini PN41
PN41-BC031ZVS1",ASUS,,415.14,456.45,435.79
"MSI Cubi NUC 1M
1M-037ES",MSI,,499.95,524.9,512.42
"Zone Evil Office Plus 22AH510I
22AH510I562",Zone,,415.49,434.63,425.06
"HP Victus 15L
A29ZWEA",HP,,1368.53,1478.17,1423.35
"Lenovo ThinkStation P3 Tower
30GS003MSP",Lenovo,,1797.0,1797.0,1797.0
"ASUS NUC 14 Pro+
Kit (90AR0051-M000E0)",ASUS,,832.49,1076.29,954.39
"MSI Cubi NUC 1M
1MG-207ES",MSI,,424.53,467.84,446.18
"Zone Evil Office Plus 22AH510I
22AH510I552",Zone,,460.49,475.66,468.08
HP Pro 400 G9 SFF,HP,,723.73,1264.69,994.21
Lenovo ThinkStation P3 Tiny,Lenovo,,881.18,2628.95,1755.06
"ASUS ExpertCenter PN42
PN42-BBN100MV",ASUS,,239.85,285.14,262.5
"Zone Evil Diamond 12AB550R
12AB550R931W",Zone,,1086.76,1181.03,1133.89
"Lenovo Thinkcentre M75s Gen 5 SFF
12TA0006SP",Lenovo,,930.79,1118.88,1024.84
ASUS NUC 11 Essential,ASUS,,207.95,319.57,263.76
"Zone Evil ZE-160925
ZE-160925-D",Zone,,1170.59,1271.97,1221.28
Lenovo ThinkStation P350 Tower,Lenovo,,1394.99,2422.8,1908.89
"ASUS NUC 14 Pro+
Kit (90AR0051-M00070)",ASUS,,760.82,817.93,789.38
"Zone Evil ZE-160954
ZE-160954-A",Zone,,817.74,844.37,831.06
"Lenovo Thinkcentre M75s Gen 5 SFF
12TA0004SP",Lenovo,,782.72,865.99,824.36
"ASUS NUC 14 Pro+
90AS0061-M00040",ASUS,,896.98,1431.63,1164.31
"Zone Evil ZE-160937
ZE-160937-A",Zone,,830.14,902.63,866.38
"Lenovo ThinkStation P3 Ultra
30HA000HSP",Lenovo,,1979.55,2222.99,2101.27
"ASUS NUC 11 Essential
BNUC11ATKC40000",ASUS,,207.95,254.05,231.0
"Zone Evil Office Plus Slim 22AH510I
22AH510I582",Zone,,462.41,483.68,473.05
"Lenovo ThinkCentre M70q Tiny Gen2
12E3000NIX",Lenovo,,1094.0,1668.92,1381.46
"ASUS NUC 13 Pro Slim
Kit (90AR0031-M00060)",ASUS,,481.34,588.92,535.13
"Zone Evil ZE-160937
ZE-160937-I",Zone,,1270.39,1380.24,1325.32
"Lenovo ThinkCentre M70s Gen 5
12U8000ASP",Lenovo,,927.67,1031.99,979.83
"ASUS ExpertCenter PN43
PN43-BBN97MDS",ASUS,,332.1,332.14,332.12
"Zone Evil Office Plus Slim 22AH510I
22AH510I578",Zone,,360.68,389.54,375.11
"Lenovo ThinkCentre neo 50s
12JH003DIX",Lenovo,,663.27,721.56,692.41
"ASUS NUC 12 Pro Slim
Kit (90AR00D1-M00070)",ASUS,,558.97,613.06,586.01
"Zone Evil ZE-160925
ZE-160925-J",Zone,,1736.98,1899.74,1818.36
"Lenovo IdeaCentre G5
14IOB6 90RE00NHSP",Lenovo,,622.06,673.09,647.58
"ASUS ExpertCenter PN43
PN43-SN200AD",ASUS,,483.71,487.81,485.76
"Zone Evil ZE-160954
ZE-160954-B",Zone,,675.36,734.71,705.04
ASUS PN50,ASUS,,429.83,563.32,496.58
"Zone Evil ZE-160937
ZE-160937-C",Zone,,817.74,889.16,853.45
"ASUS ExpertCenter PN43
PN43-BBN100MD",ASUS,,280.74,318.38,299.56
Zone Evil Office Plus 22A520R597,Zone,,282.41,305.45,293.93
ASUS Chromebox 4-G5007UN,ASUS,,657.26,1148.0,902.63
Zone Evil ZE160892,Zone,,784.25,1312.21,1048.23
"ASUS NUC 14 Pro Tall
Kit (90AR0072-M00130)",ASUS,,763.21,828.99,796.1
Zone Evil ZONI7_16G_1_RTX_3060_BK,Zone,,1046.21,1126.13,1086.17
"ASUS NUC 14 Pro Slim
Kit (90AR0062-M00010)",ASUS,,386.98,454.16,420.57
Zone Evil Diamond 12AB550R,Zone,,1086.76,1188.3,1137.53
"ASUS NUC 13 Pro Tall
Kit (90AR00C1-M00080)",ASUS,,484.92,633.44,559.18
"Zone Evil Office Home 22H510
22H510G6092",Zone,,247.29,264.94,256.12
ASUS PN63,ASUS,,575.04,668.9,621.97
Zone Evil Office Plus 22H610I5091,Zone,,318.31,344.01,331.16
"ASUS Vivo Mini PN64
PN64-BB7004MDE1",ASUS,,760.22,846.62,803.42
"Zone Evil AMD Ryzen 5 4650G (24A520R)
24A520R5V72TB",Zone,,419.0,441.43,430.22
"Zone Evil Easy
24AH510I31TSG-W",Zone,,378.65,408.85,393.75
Zone Evil ZE-160954,Zone,,675.36,875.31,775.34
"Zone Evil Easy
24AH510I3161TSG-W",Zone,,395.21,426.64,410.92
"Zone Evil AMD Ryzen 5 4650G (24A520R)
24A520R5V71TBW11PACK24",Zone,,555.48,586.96,571.22
Zone Evil Office Home 22H510,Zone,,247.29,269.34,258.31
Zone Evil Office Plus 22AH510I,Zone,,325.94,489.91,407.93
"Zone Evil ZE-160925
ZE-160925-C",Zone,,787.96,856.87,822.41
"Zone Evil Easy
24AH510I381TSG-WP",Zone,,400.93,415.82,408.38
"Zone Evil Easy
24AH510I3161TSG",Zone,,300.92,325.34,313.13
Zone Evil ZE-160925,Zone,,787.96,1899.74,1343.85
"Zone Evil Office Plus 22AH510I
22AH510I548SG",Zone,,339.03,353.02,346.02
"Zone Evil Easy
24AH510I3161TSG-WP",Zone,,449.54,470.21,459.88
"HP Elite Tower 800 G9
7B0D6EA",HP,,2276.93,2838.49,2557.71
"Dell Precision T3680
F8CF1",Dell,,1742.56,2049.13,1895.85
"Zone Evil AMD Ryzen 5 4650G (24A520R)
24A520R5V7322TBPACK24",Zone,,567.45,586.05,576.75
"ASUS ExpertCenter D5 SFF
D500SEES-513500114X",ASUS,,583.08,637.99,610.54
"Lenovo Legion T5 26
26IAB7 90SV008SES",Lenovo,,889.0,889.0,889.0
Nitropc Boost Gold AMZ-BO-GO,Nitropc,,2498.83,2559.99,2529.41
"GigaByte BRIX GB-BR
GB-BRR5H-4500",GigaByte,,355.32,508.0,431.66
Shuttle XPC nano NC40U5,Shuttle,,367.57,487.83,427.7
"Apple Mac mini M2 (2023)
MMFK3Y/A",Apple,,829.0,949.0,889.0
"Zotac ZBOX Magnus
ONE ERP74070C",Zotac,,1805.8,2054.36,1930.08
ASRock 4X4 Box-4800U,ASRock,,476.76,722.98,599.87
Acer X2 VX2690G,Acer,,456.76,841.58,649.17
"Intel NUC 13
NUC13ANKI5",Intel,,767.33,767.33,767.33
"NiPoGi AM16
5675U / 32GB / 512GB",NiPoGi,,339.0,339.0,339.0
CoolBox DeepGaming Havak i9-9900K (83PG2i9432S4H2),CoolBox,,1035.0,1411.12,1223.06
"Blackview MP80
N97 + 16GB + 512GB",Blackview,,195.0,249.99,222.5
"MSI MAG Infinite E1 14
14NUC5-023AT",MSI,,1247.5,1289.4,1268.45
Ankermann Business Silent Desktop PC Madrid (4260561742351),Ankermann,,439.0,459.0,449.0
"Deep Gaming Venom
81PG8I7416M5XX",Deep,,902.0,909.0,905.5
"Beelink EQR6
6900HX 32GB + 500GB",Beelink,,569.0,569.0,569.0
"Acemagician AM08 Pro
8845HS 32GB + 1TB",Acemagician,,749.0,749.0,749.0
"Acemagic Tank03
i7-12700H / RTX3060 / 16GB / 1TB",Acemagic,,1299.9,1299.9,1299.9
Actina PC (5901443338284),Actina,,960.49,981.53,971.01
PC Racing Gaming AMD Ryzen 5 5600G/16GB/1TB SSD + WIFI (8434631438574),PC,,452.15,454.98,453.56
"GREED Nano Plus - Mini PC i5 10400 - 16GB - 512GB SSD - WLAN, Win 11 Pro",GREED,,599.9,599.9,599.9
Captiva Workstation R72-653,Captiva,,1623.58,1623.58,1623.58
BEASTCOM Q5 Pro Gaming (Q5-770),BEASTCOM,,819.0,819.0,819.0
Elitegroup ECS LIVA Z3 Plus 95-699-MS5074,Elitegroup,,306.18,306.18,306.18
"HM24 Mini-PC HM24
HM247492",HM24,,497.65,517.43,507.54
HP ProDesk 400 G7 MT,HP,,549.99,1438.46,994.23
Dell Precision Tower 3260 CFF,Dell,,1638.46,2455.99,2047.22
Zone Evil EE99419,Zone,,271.75,294.0,282.88
"ASUS ROG Strix G13CHR
G13CHR-71470F0590",ASUS,,1524.64,1706.34,1615.49
"Lenovo ThinkCentre Neo 50s Gen 4 SFF
12JH00N2SP",Lenovo,,877.53,961.99,919.76
Nitropc Boost Bronze AMZ-BO-BR,Nitropc,,1804.62,1859.99,1832.3
"GigaByte BRIX Extreme
GB-BER3-5300",GigaByte,,353.58,353.58,353.58
Shuttle XPC slim XH510G,Shuttle,,202.93,235.49,219.21
"Apple Mac mini M2 (2023)
MNH73D/A",Apple,,1483.52,1847.56,1665.54
Zotac ZBOX edge MI351,Zotac,,223.65,240.3,231.98
"ASRock NUC Box
BOX-1260P",ASRock,,668.77,730.47,699.62
Acer Aspire TC-1780,Acer,,627.8,829.98,728.89
"Intel NUC 11
Pro Kit (NUC11TNHi70Z)",Intel,,658.58,800.58,729.58
"NiPoGi AK1 Plus
Ν95 / 8GB / 256GB",NiPoGi,,139.9,139.9,139.9
"Blackview MP100
R7-5700U + 16GB + 1TB",Blackview,,339.0,364.99,352.0
"MSI MEG Trident X2 14
14NUG7-402AT",MSI,,4216.86,4216.86,4216.86
Ankermann Business V2 PC (4260561746274),Ankermann,,579.0,700.55,639.77
"Deep Gaming Venom
81PG8I7416MTXX",Deep,,921.0,1008.99,965.0
Actina PC (5901443337645),Actina,,1680.89,2144.43,1912.66
GREED MK2 Power - High End Gaming PC - Ryzen 7 5700X - RTX 4060 Ti 16GB - 32GB DDR4 - 1TB SSD,GREED,,1249.9,1249.9,1249.9
"Captiva Ultimate Gaming I72
I72-866",Captiva,,3524.99,3524.99,3524.99
BEASTCOM Q3-415,BEASTCOM,,559.9,559.9,559.9
"Elitegroup ECS Liva Z2
95-696-MH2174",Elitegroup,,425.92,425.92,425.92
HP Z2 Mini G5,HP,,1990.99,6115.92,4053.45
"Dell Optiplex 7020 SFF
S018O7020SFF_VP / DW6H7",Dell,,763.0,929.43,846.21
"Zone Evil Easy
24AH510I5161TSG",Zone,,381.37,395.23,388.3
ASUS PB62,ASUS,,416.88,1532.41,974.64
Lenovo Thinkcentre M75s Gen 5 SFF,Lenovo,,782.72,1118.88,950.8
Nitropc Avanzado Gold Plus (PCC-AV-GO-P),Nitropc,,879.98,899.99,889.99
"GigaByte BRIX GB-BR
GB-BRR7-4800",GigaByte,,603.05,833.64,718.35
"Shuttle XPC nano
NC10U5",Shuttle,,589.61,630.0,609.81
"Apple Mac Studio 2022
MJMW3Y/A",Apple,,3877.99,4453.07,4165.53
Acer Aspire XC-840,Acer,,415.01,480.0,447.5
"Intel NUC 11
Pro Kit (BNUC11TNHi50002)",Intel,,436.07,839.0,637.53
"MSI PRO DP10 13
13M-003EU",MSI,,1049.0,1267.61,1158.3
"Deep Gaming Venom
81PG8I7432M5XX",Deep,,931.0,940.0,935.5
GREED MK2 i9 10900F 32 RTX 4060,GREED,,999.9,999.9,999.9
"Captiva Power Starter R74
R74-882",Captiva,,1022.95,1022.95,1022.95
BEASTCOM Q3 Essential Gaming (Q3-K017),BEASTCOM,,793.0,793.0,793.0
"Elitegroup ECS Liva Q2
95-695-ND9A91",Elitegroup,,212.54,229.87,221.2
"HP OMEN 25L GT15
GT15-0061ns",HP,,1078.84,1245.25,1162.05
"Dell OptiPlex 7020 MFF
Plus R73HR",Dell,,955.45,963.95,959.7
"Zone Evil Easy
24AH510I5161TSG-W",Zone,,481.16,515.06,498.11
"ASUS NUC 13 Pro Tall
Kit (90AR00B1-M00040)",ASUS,,625.19,687.11,656.15
"Lenovo ThinkCentre M70q Gen5
12TD003MGE",Lenovo,,1044.87,1064.46,1054.66
Nitropc Avanzado Silver Plus (MKP-AV-SI-P),Nitropc,,809.98,849.99,829.99
Shuttle XPC nano NS02EV2,Shuttle,,131.99,131.99,131.99
"Acer Veriton M6 VM6690G
M6690G DT.VWVEG.002",Acer,,1664.52,1804.39,1734.45
"Intel NUC 13
NUC13L3Kv7",Intel,,819.79,819.79,819.79
"MSI Cubi N ADL
ADL-007DE",MSI,,376.57,439.84,408.2
"Deep Gaming Venom
81PG8I7432MTHD",Deep,,1052.0,1053.0,1052.5
GREED Basic V2 PC - Ryzen 5 4600G - 8GB - 256GB SSD - DVDRW - WLAN - Win 11 Pro,GREED,,499.9,499.9,499.9
Captiva Advanced Gaming R69-337,Captiva,,958.99,958.99,958.99
BEASTCOM Q3 | Essential Gaming (Q3-410-SET),BEASTCOM,,719.9,719.9,719.9
"HP Pro Mini 400 G9
623N8ET",HP,,827.35,970.36,898.86
Dell Vostro 3910,Dell,,516.19,819.4,667.8
"Zone Evil Office Plus 22AH510I
22AH510I560",Zone,,325.94,346.81,336.38
"ASUS ExpertCenter D5 SFF
D500SEES-713700036X",ASUS,,790.57,874.49,832.53
"Lenovo ThinkCentre M70q Gen5
12TD000GSP",Lenovo,,770.38,959.99,865.18
"Acer Nitro N50-640
DG.E2VEB.01C",Acer,,1726.58,1726.58,1726.58
"Intel NUC 12
RNUC12WSKI70Z00",Intel,,671.71,728.15,699.93
"MSI MEG Trident X 12
12VTF-228XES",MSI,,2266.99,2609.9,2438.44
"Deep Gaming Venom
81PG8I9432M5HD",Deep,,1164.0,1171.0,1167.5
GREED Nano - Mini PC Ryzen 3 3200G - 8GB - 512GB SSD - WLAN - Win 11 Pro,GREED,,459.9,459.9,459.9
"Captiva Power Starter R69
R69-322",Captiva,,734.99,734.99,734.99
BEASTCOM Q3 Essential Gaming (Q3-230-SET),BEASTCOM,,749.9,749.9,749.9
"HP Victus 15L
TG02-2015ns",HP,,799.0,1128.99,964.0
"Dell Precision 3660 MT
276T8",Dell,,1514.78,2474.89,1994.84
"Zone Evil Easy
24AH510I5161TSG-WP",Zone,,495.25,529.98,512.62
"ASUS NUC 14 Pro Slim
Kit (90AR0062-M000B0)",ASUS,,665.27,798.48,731.88
Lenovo IdeaCentre 3,Lenovo,,409.0,833.21,621.11
"Acer Revo RB610
DT.BL1EG.007",Acer,,635.88,828.73,732.31
"Intel NUC Kit
11 Pro Kit (BNUC11TNHI50Z00)",Intel,,577.63,992.0,784.82
"MSI PRO DP180 13
13SA-050EU",MSI,,1504.82,2018.44,1761.63
"Deep Gaming Venom
81PG8I9432M5XX",Deep,,1317.0,1320.0,1318.5
GREED Ultra UlSP2109 (i7-4790 + 32GB RAM + 1TB SSD + 1TB HDD),GREED,,579.9,579.9,579.9
"Captiva Power Starter R78
R78-385",Captiva,,902.67,902.67,902.67
"HP Pro SFF 290 G9
937Q4EA",HP,,593.57,612.89,603.23
"Dell OptiPlex 3000 SFF
N9T93",Dell,,958.37,1350.91,1154.64
"Zone Evil ZE-130053
ZE-130053-C",Zone,,775.19,843.0,809.1
"ASUS NUC 13 Pro Tall
Kit (90AR00C1-M000F0)",ASUS,,640.19,821.74,730.97
"Lenovo ThinkStation P3 Tower
30GS000WSP",Lenovo,,2278.87,2278.87,2278.87
"Acer Predator Orion 5000 PO5-650
DG.E3AEG.002",Acer,,2072.44,2072.44,2072.44
"Intel NUC 12
NUC12WSKi50002",Intel,,683.58,1278.61,981.1
"MSI Cubi N ADL
ADL-006DE",MSI,,386.53,480.75,433.64
"Deep Gaming Venom
81PG8I7432M5HD",Deep,,1280.0,1351.0,1315.5
GREED Basic V2 PC - i5 10400 - 8GB - 256GB SSD - DVDRW - WLAN - Win 11 Pro,GREED,,499.9,499.9,499.9
"Captiva Power Starter R78
R78-384",Captiva,,834.99,834.99,834.99
